block_id,block_type,grid_width,grid_height,area_cells,area_m2,original_x,original_y,original_z,vertices,faces,file_size_mb,processing_time
2567_224_000,trestle,19,26,494,494.0,18.65053499999999,25.806002,9.033479000000002,20061,14464,0.4017486572265625,0.0562136173248291
2567_225_000,trestle,19,26,494,494.0,18.550186000000025,25.809002,9.033856,21681,15048,0.3783416748046875,0.054689645767211914
2567_228_000,trestle,18,26,468,468.0,18.404526000000004,25.808002,8.969899,26385,18049,0.5381011962890625,0.0719759464263916
2567_22D,crane,18,36,648,648.0,18.355880999999982,36.369362,9.039795999999999,36430,22259,0.8118896484375,0.09392905235290527
2567_233_000,trestle,19,21,399,399.0,19.353484999999992,20.709001999999998,9.032422,23152,15750,0.4187164306640625,0.05571913719177246
2567_234_000,trestle,19,21,399,399.0,18.500809000000004,20.709001999999998,9.033484000000001,14918,10756,0.3137664794921875,0.04226064682006836
2567_235_000,trestle,19,21,399,399.0,18.550522,20.712002,9.033922,17281,12315,0.3045501708984375,0.040994882583618164
2567_238_000,trestle,18,21,378,378.0,18.404526000000004,20.711001999999997,8.958817999999999,21247,14601,0.448944091796875,0.058286190032958984
2572_91A,crane,22,39,858,858.0,22.375101,38.643636,24.736826,59703,31002,1.1148223876953125,0.1179962158203125
3306_20A,crane,21,21,441,441.0,21.250021,20.800079,11.572013,73451,46272,1.21185302734375,0.17001676559448242
3306_25A,crane,53,10,530,530.0,52.85000599999999,9.800987000000003,11.695,80108,55231,1.3574676513671875,0.20896100997924805
3307_11B,crane,25,21,525,525.0,24.988833,20.500003,5.550003,36150,21057,0.56005859375,0.0702219009399414
3307_12B,crane,25,18,450,450.0,24.931775000000002,17.789999,5.697323,32276,19388,0.542633056640625,0.06728315353393555
3307_13B,crane,25,18,450,450.0,24.931586999999997,17.790001,5.680356000000001,32799,19368,0.5606689453125,0.0676577091217041
