block_id,block_type,grid_width,grid_height,area_cells,area_m2,original_x,original_y,original_z,vertices,faces,file_size_mb,processing_time
2550_223_000,trestle,10,13,130,520.0,19.351837000000003,25.809002,9.047736,29547,19665,0.5214691162109375,1.2665295600891113
2550_224_000,trestle,9,13,117,468.0,18.65019200000002,25.809004,9.039727000000001,23859,16819,0.388427734375,1.2022054195404053
2550_225_000,trestle,9,13,117,468.0,18.550018000000023,25.809002,9.020166,21426,14941,0.3719940185546875,1.1676664352416992
2550_233_000,trestle,10,10,100,400.0,19.351837000000003,20.712002,9.047739,22896,15674,0.4202117919921875,1.1703484058380127
2550_234_000,trestle,9,10,90,360.0,18.65019200000002,20.712002,9.040078000000001,17201,12614,0.3004302978515625,1.1579737663269043
2550_235_000,trestle,9,10,90,360.0,18.550018000000023,20.712002,9.02017,17056,12224,0.300445556640625,1.1722846031188965
2550_66B,crane,26,6,156,624.0,52.00043500000001,12.391007999999998,10.997415999999998,22722,14965,0.4729461669921875,1.3024756908416748
2550_67B,crane,26,6,156,624.0,52.19999700000001,12.391010000000001,10.997484,22942,15333,0.476593017578125,1.2883930206298828
2563_21D,crane,10,22,220,880.0,20.56984,44.977234,9.044652,44900,29725,1.06658935546875,1.4779994487762451
2563_221_000,trestle,8,13,104,416.0,15.805142000000004,25.806131999999998,9.045743,24937,16296,0.5744171142578125,1.2282319068908691
2563_222_000,trestle,10,9,90,360.0,20.50629500000001,18.489008,9.009566,17754,12567,0.451080322265625,1.2193474769592285
2563_223_000,trestle,10,13,130,520.0,19.351805999999996,25.809002,8.985999,31253,20871,0.59930419921875,1.2285711765289307
2563_225_000,trestle,9,13,117,468.0,18.5634,25.809002,9.047393,21782,15361,0.4347076416015625,1.2178733348846436
2563_229_000,trestle,8,13,104,416.0,15.172744999999992,25.806,9.040675,26559,17090,0.5730133056640625,1.217301368713379
2563_22D,crane,9,18,162,648.0,18.40396099999998,36.369362,9.034428,38079,22994,0.86480712890625,1.2983837127685547
2563_231_000,trestle,8,10,80,320.0,15.932903999999994,20.708807,9.045793999999999,17286,11731,0.434600830078125,1.1922459602355957
2563_232_000,trestle,10,9,90,360.0,20.50629500000001,18.489002,9.008262,17900,12582,0.4435272216796875,1.183258056640625
2563_233_000,trestle,10,10,100,400.0,19.351805999999996,20.712002,8.986002,24219,16621,0.4858245849609375,1.2168214321136475
2563_235_000,trestle,9,10,90,360.0,18.5634,20.712002,9.047396,16387,12089,0.347259521484375,1.1916677951812744
2563_239_000,trestle,8,10,80,320.0,15.158843999999988,20.709,9.039772,20442,13549,0.473480224609375,1.193157434463501
2567_21D,crane,10,22,220,880.0,20.556992000000008,44.99606,9.043588,44157,29733,1.0062103271484375,1.3329458236694336
2567_223_000,trestle,10,13,130,520.0,19.353484999999992,25.806002,9.032418,29729,19832,0.52587890625,1.2003591060638428
2567_224_000,trestle,9,13,117,468.0,18.65053499999999,25.806002,9.033479000000002,20061,14464,0.4017486572265625,1.1731688976287842
2567_225_000,trestle,9,13,117,468.0,18.550186000000025,25.809002,9.033856,21681,15048,0.3783416748046875,1.1385798454284668
2567_228_000,trestle,9,13,117,468.0,18.404526000000004,25.808002,8.969899,26385,18049,0.5381011962890625,1.173999547958374
2567_22D,crane,9,18,162,648.0,18.355880999999982,36.369362,9.039795999999999,36430,22259,0.8118896484375,1.315251111984253
2567_233_000,trestle,10,10,100,400.0,19.353484999999992,20.709001999999998,9.032422,23152,15750,0.4187164306640625,1.2409107685089111
2567_234_000,trestle,9,10,90,360.0,18.500809000000004,20.709001999999998,9.033484000000001,14918,10756,0.3137664794921875,1.1391301155090332
2567_235_000,trestle,9,10,90,360.0,18.550522,20.712002,9.033922,17281,12315,0.3045501708984375,1.1375837326049805
2567_238_000,trestle,9,10,90,360.0,18.404526000000004,20.711001999999997,8.958817999999999,21247,14601,0.448944091796875,1.152514934539795
2572_91A,crane,11,19,209,836.0,22.375101,38.643636,24.736826,59703,31002,1.1148223876953125,1.2833845615386963
3306_20A,crane,11,10,110,440.0,21.250021,20.800079,11.572013,73451,46272,1.21185302734375,1.3768434524536133
3306_25A,crane,26,5,130,520.0,52.85000599999999,9.800987000000003,11.695,80108,55231,1.3574676513671875,1.4182190895080566
3307_11B,crane,12,10,120,480.0,24.988833,20.500003,5.550003,36150,21057,0.56005859375,1.184884786605835
3307_12B,crane,12,9,108,432.0,24.931775000000002,17.789999,5.697323,32276,19388,0.542633056640625,1.1699590682983398
3307_13B,crane,12,9,108,432.0,24.931586999999997,17.790001,5.680356000000001,32799,19368,0.5606689453125,1.1658296585083008
