block_id,block_type,grid_width,grid_height,area_cells,area_m2,original_x,original_y,original_z,vertices,faces,file_size_mb,processing_time
3307_20A,crane,11,10,110,440.0,21.250006000000003,20.800079,6.122002,35171,21392,0.541259765625,1.183126449584961
3307_24A,crane,16,6,96,384.0,32.850044,11.772001,11.68,62535,40999,0.8879241943359375,1.2893266677856445
3307_25A,crane,26,5,130,520.0,52.667381999999996,9.800003,9.658958,55022,34924,0.82879638671875,1.2759864330291748
3307_81D,crane,15,9,135,540.0,29.879356,18.5,3.5981869999999994,37183,20016,0.601348876953125,1.2023935317993164
3307_82D,crane,15,10,150,600.0,29.553009000000017,19.75605,3.6409470000000006,35562,19130,0.5923919677734375,1.1768336296081543
3307_83D,crane,15,10,150,600.0,29.607910000000004,19.756698999999998,3.6409470000000006,30700,16792,0.5297088623046875,1.167445421218872
4367_20H,crane,10,26,260,1040.0,20.66494800000001,51.067002,31.819378999999998,136987,90890,2.3616943359375,1.7491745948791504
4373_20G,crane,8,31,248,992.0,16.95060699999999,61.040006000000005,35.07327,149947,93074,2.44378662109375,1.6715760231018066
4373_20H,crane,9,31,279,1116.0,17.05008000000001,61.040052,35.073269999999994,138008,83383,2.2162933349609375,1.5743064880371094
4373_20J,crane,9,31,279,1116.0,18.75045800000001,61.037475,35.073345,171685,105843,2.753753662109375,1.7475671768188477
4373_20K,crane,8,31,248,992.0,16.886550999999997,61.036934,35.248314,132555,79412,2.118621826171875,1.621647596359253
4373_20L,crane,16,31,496,1984.0,31.102570000000014,61.043259,21.320127999999997,232924,146847,4.0738525390625,2.233163356781006
4373_20N,crane,10,31,310,1240.0,19.432923000000017,61.055004,35.067217,161173,97990,2.8212738037109375,1.914973258972168
4374_148_000,trestle,8,3,24,96.0,15.201058000000003,6.408942,16.930206000000002,10928,6608,0.1882781982421875,1.1123385429382324
4374_158_000,trestle,8,3,24,96.0,15.201130000000006,6.408940999999999,16.930209999999995,10856,6569,0.1859588623046875,1.12962007522583
4374_162_000,trestle,11,4,44,176.0,21.952886,8.322030999999999,5.426123999999998,8498,5062,0.177642822265625,1.1051101684570312
4374_172_000,trestle,11,4,44,176.0,21.952872,8.322032999999998,5.389651999999998,8512,5088,0.174346923828125,1.0779922008514404
4374_20G,crane,8,31,248,992.0,16.950699000000014,61.040006000000005,35.07327,150599,93226,2.425689697265625,2.078618288040161
4374_20H,crane,9,31,279,1116.0,17.05008000000001,61.040052,35.073269999999994,139938,84153,2.256072998046875,1.7622559070587158
4374_20J,crane,9,31,279,1116.0,18.750350999999995,61.037475,35.073307,171807,105841,2.757232666015625,2.0103540420532227
4374_20K,crane,8,31,248,992.0,16.886550999999997,61.036934,35.067219,134322,80236,2.1480255126953125,1.793931245803833
4374_20L,crane,16,31,496,1984.0,31.102570000000014,61.043259,21.320127999999997,232794,146581,4.052398681640625,2.3574140071868896
4374_20N,crane,10,31,310,1240.0,19.432923000000017,61.055004,35.065345,103413,63424,1.91351318359375,1.6815834045410156
4374_20Y,crane,51,31,1581,6324.0,102.34532200000001,61.040231000000006,35.068854,686715,427059,11.2542724609375,5.976097106933594
4374_643_000,trestle,8,3,24,96.0,16.62307800000002,6.257501999999999,14.343720000000001,13187,8070,0.24310302734375,1.1607587337493896
4374_645_000,trestle,10,2,20,80.0,20.701354999999978,3.395581,11.744248000000002,6787,4254,0.1224212646484375,1.1226568222045898
4374_653_000,trestle,8,3,24,96.0,16.62307800000002,6.257501000000001,14.343723000000004,13300,8031,0.241119384765625,1.1670551300048828
4374_655_000,trestle,10,2,20,80.0,20.701354999999978,3.395579999999999,11.744195999999999,6694,4136,0.1215667724609375,1.1361544132232666
4374_666_000,trestle,11,7,77,308.0,21.814880000000016,13.375982,5.297979999999999,14174,8691,0.297637939453125,1.179447889328003
4374_676_000,trestle,11,7,77,308.0,21.814697000000024,13.375982,5.297980000000003,14160,8656,0.2924652099609375,1.1573712825775146
4375_148_000,trestle,8,3,24,96.0,15.201058000000003,6.408942,16.930206000000002,10959,6614,0.1892242431640625,1.1392714977264404
4375_158_000,trestle,8,3,24,96.0,15.201130000000006,6.408940999999999,16.930209999999995,10875,6558,0.1853485107421875,1.257702350616455
4375_161_000,trestle,11,10,110,440.0,21.974331000000003,19.032632,9.452475999999999,23549,14249,0.5009002685546875,1.2097434997558594
4375_162_000,trestle,11,4,44,176.0,21.952886,8.322021,5.426123999999998,8410,5063,0.176666259765625,1.141221284866333
4375_166_000,trestle,8,9,72,288.0,15.202950000000001,17.544401999999998,6.079345,12343,7340,0.214141845703125,1.1997394561767578
4375_171_000,trestle,11,10,110,440.0,21.968631000000002,19.031279,9.452477,21901,13562,0.4694366455078125,1.228916883468628
4375_172_000,trestle,11,4,44,176.0,21.952872,8.322022999999998,5.389651999999998,8501,5071,0.174072265625,1.2317049503326416
4375_176_000,trestle,8,8,64,256.0,15.202843000000001,15.299052999999999,6.079891,12088,7326,0.212921142578125,1.2716736793518066
4375_20G,crane,8,31,248,992.0,16.950592,61.040006000000005,35.07327,121826,77466,1.976318359375,1.8651227951049805
4375_20H,crane,9,31,279,1116.0,17.05008000000001,61.040052,35.073269999999994,81065,53921,1.4453277587890625,1.812556266784668
4375_20J,crane,9,31,279,1116.0,18.750350999999995,61.037475,35.073307,143675,90193,2.3379669189453125,2.0689096450805664
4375_20K,crane,8,31,248,992.0,16.886550999999997,61.036934,35.067219,99771,62481,1.6891632080078125,1.9661574363708496
4375_20L,crane,16,31,496,1984.0,31.102570000000014,61.043003,20.825367,164234,103958,2.962188720703125,2.2760491371154785
4375_20N,crane,10,31,310,1240.0,19.432923000000017,61.055004,35.065345,122442,74302,2.22442626953125,1.9648149013519287
4375_20Y,crane,31,31,961,3844.0,61.96635499999999,61.040004,35.069977,83638,50332,1.3408355712890625,1.7470169067382812
4375_245_000,trestle,10,10,100,400.0,20.83990399999999,20.133730999999997,5.266019,23327,15503,0.5185546875,1.395902156829834
4375_255_000,trestle,10,10,100,400.0,20.73523,20.133730999999997,5.266021,22844,15286,0.5140533447265625,1.378584384918213
4375_285_000,trestle,10,4,40,160.0,20.944213999999988,8.782453,5.273131,9577,5885,0.204071044921875,1.337179183959961
4375_287_000,trestle,11,10,110,440.0,21.970245000000034,20.247591,5.292964,12145,7006,0.2415313720703125,1.2472562789916992
4375_295_000,trestle,10,4,40,160.0,20.944213999999988,8.782356,5.2730950000000005,9561,5875,0.2043304443359375,1.3301334381103516
4375_297_000,trestle,11,11,121,484.0,21.97128299999997,21.881127,5.296267,12598,7307,0.253692626953125,1.4650602340698242
4375_642_000,trestle,8,2,16,64.0,15.004104999999981,3.6058379999999985,14.337206000000002,9073,5432,0.16375732421875,1.429746389389038
4375_643_000,trestle,8,3,24,96.0,16.62307800000002,6.257501999999999,14.343720000000001,13191,8078,0.2432403564453125,1.4278345108032227
4375_646_000,trestle,11,4,44,176.0,21.804290999999978,8.432646000000002,9.172827000000002,12132,6985,0.2224273681640625,1.2949683666229248
4375_647_000,trestle,11,7,77,308.0,21.817718000000013,13.485140000000001,6.591868999999999,14592,8154,0.3067626953125,1.4376239776611328
4375_652_000,trestle,8,2,16,64.0,15.004104999999981,3.6058309999999985,14.337208999999998,8904,5215,0.157470703125,1.3120214939117432
4375_653_000,trestle,8,3,24,96.0,16.62307800000002,6.257501000000001,14.343723000000004,13290,8044,0.2420501708984375,1.3269014358520508
4375_656_000,trestle,11,4,44,176.0,21.804290999999978,8.432646000000002,9.175489999999996,11972,6830,0.2168731689453125,1.337876319885254
4375_657_000,trestle,11,7,77,308.0,21.820892000000015,13.485139,6.591873,14719,8191,0.3076934814453125,1.3553361892700195
4375_665_000,trestle,10,3,30,120.0,20.939666999999986,5.940735,5.280085,8334,5028,0.1739654541015625,1.3274781703948975
4375_666_000,trestle,11,7,77,308.0,21.813354000000004,13.375982,5.298256000000002,12833,7341,0.25872802734375,1.345188856124878
4375_667_000,trestle,11,10,110,440.0,22.127501999999993,20.045661000000003,5.2982559999999985,13946,8117,0.285308837890625,1.3674485683441162
4375_675_000,trestle,10,3,30,120.0,20.939666999999986,5.940735,5.272009000000001,8433,5069,0.1737823486328125,1.3591272830963135
4375_676_000,trestle,11,7,77,308.0,21.81298800000002,13.375982,5.295542000000001,12810,7372,0.259368896484375,1.3495042324066162
4375_677_000,trestle,11,10,110,440.0,22.127501999999993,20.060371,5.297768000000001,13927,8083,0.2871551513671875,1.3347523212432861
4375_685_000,trestle,10,4,40,160.0,20.946349999999995,7.666739999999997,5.274361999999998,8479,5282,0.1858062744140625,1.4368839263916016
4375_687_000,trestle,11,13,143,572.0,21.989837000000023,25.301981,5.295428000000001,15893,8817,0.3081207275390625,1.4643752574920654
4375_695_000,trestle,10,4,40,160.0,20.943817000000024,7.666740999999998,5.274351999999999,8570,5287,0.183074951171875,1.4045591354370117
4375_697_000,trestle,11,13,143,572.0,21.989837000000023,26.921752,5.298233,16125,8984,0.31353759765625,1.4314298629760742
4376_125_000,trestle,7,3,21,84.0,13.800003000000004,6.247501999999997,9.149255999999998,5478,3178,0.10528564453125,1.276064395904541
4376_135_000,trestle,7,3,21,84.0,13.800003000000004,6.247501,9.149259,5265,3008,0.1011962890625,1.2945141792297363
4376_148_000,trestle,8,3,24,96.0,15.201058000000003,6.408942,16.930206000000002,10932,6618,0.1889801025390625,1.334902286529541
4376_158_000,trestle,8,3,24,96.0,15.201130000000006,6.408940999999999,16.930209999999995,10499,6391,0.180938720703125,1.4389047622680664
4376_162_000,trestle,11,4,44,176.0,21.952886,8.322021,5.426123999999998,8491,5065,0.17730712890625,1.3159034252166748
4376_163_000,trestle,11,2,22,88.0,21.956850000000003,3.368610999999998,11.744211999999997,5832,3535,0.1199188232421875,1.2896604537963867
4376_166_000,trestle,8,9,72,288.0,15.202950000000001,17.544401999999998,6.079345,12302,7322,0.2131195068359375,1.3413286209106445
4376_172_000,trestle,11,4,44,176.0,21.952872,8.322022999999998,5.389651999999998,8476,5066,0.1739044189453125,1.412555456161499
4376_173_000,trestle,11,2,22,88.0,21.955,3.3686099999999968,11.744215,5773,3462,0.11798095703125,1.2758824825286865
4376_176_000,trestle,8,8,64,256.0,15.202843000000001,15.299052999999999,6.079891,12078,7322,0.21246337890625,1.3333420753479004
4376_20G,crane,8,31,248,992.0,16.95062200000001,61.040006000000005,35.07327,150580,93201,2.4273834228515625,2.233478307723999
4376_20H,crane,9,31,279,1116.0,17.05008000000001,61.040052,35.073269999999994,91841,57150,1.5378875732421875,1.764556646347046
4376_20J,crane,9,31,279,1116.0,18.601287999999983,61.036089000000004,35.067217,99029,60131,1.5446014404296875,1.8644814491271973
4376_20K,crane,8,31,248,992.0,16.886550999999997,61.036934,35.067219,134289,80243,2.1446685791015625,2.0585343837738037
4376_20L,crane,16,31,496,1984.0,31.102570000000014,61.043259,21.320127999999997,203135,127479,3.5798187255859375,2.6477222442626953
4376_20N,crane,10,31,310,1240.0,19.432923000000017,61.055004,35.065345,146847,87011,2.5421142578125,2.1608223915100098
4376_20P,crane,11,31,341,1364.0,21.052490000000034,61.056004,35.067199,193224,118402,3.5403900146484375,2.4802663326263428
4376_20Y,crane,8,31,248,992.0,16.950225999999986,61.005584,5.267004,29907,20846,0.575897216796875,1.4022433757781982
4376_266_000,trestle,11,9,99,396.0,22.031311000000017,18.869705,5.281417,15403,9333,0.2993316650390625,1.351172685623169
4376_276_000,trestle,11,9,99,396.0,22.031311000000017,18.880019,5.288987999999999,15345,9276,0.297088623046875,1.4788179397583008
4376_286_000,trestle,11,9,99,396.0,21.815428999999995,18.790163,5.299524999999999,13838,8370,0.2725372314453125,1.3624341487884521
4376_287_000,trestle,11,10,110,440.0,21.970245000000034,20.247591,5.292964,12106,7025,0.241668701171875,1.4019792079925537
4376_296_000,trestle,11,9,99,396.0,21.815155000000004,18.790160999999998,5.299944,13863,8345,0.2750701904296875,1.3677687644958496
4376_297_000,trestle,11,11,121,484.0,21.97128299999997,21.881127,5.296267,12583,7291,0.252838134765625,1.4539313316345215
4376_642_000,trestle,8,2,16,64.0,15.004104999999981,3.6058379999999985,14.337206000000002,9016,5407,0.1627655029296875,1.3349056243896484
4376_643_000,trestle,8,3,24,96.0,16.62307800000002,6.257501999999999,14.343720000000001,13191,8089,0.2424468994140625,1.3496365547180176
4376_646_000,trestle,11,4,44,176.0,21.804290999999978,8.432646000000002,9.172827000000002,12155,6977,0.222747802734375,1.3300654888153076
4376_647_000,trestle,11,7,77,308.0,21.817688000000032,13.485140000000001,6.611424999999997,14685,8169,0.30743408203125,1.4370217323303223
4376_652_000,trestle,8,2,16,64.0,15.004104999999981,3.6058309999999985,14.337208999999998,8925,5226,0.1570892333984375,1.431135892868042
4376_653_000,trestle,8,3,24,96.0,16.62307800000002,6.257501000000001,14.343723000000004,13243,8032,0.2423095703125,1.3195130825042725
4376_656_000,trestle,11,4,44,176.0,21.804290999999978,8.432646000000002,9.175489999999996,11995,6824,0.216583251953125,1.3095166683197021
4376_657_000,trestle,11,7,77,308.0,21.820862000000034,13.485139,6.611429000000001,14498,8100,0.305419921875,1.3288798332214355
4376_666_000,trestle,11,7,77,308.0,21.813354000000004,13.375982,5.298256000000002,12826,7330,0.258941650390625,1.3203794956207275
4376_667_000,trestle,11,10,110,440.0,22.127501999999993,20.045661000000003,5.298508000000002,14046,8145,0.28564453125,1.4337401390075684
4376_676_000,trestle,11,7,77,308.0,21.81298800000002,13.375982,5.295542000000001,12824,7377,0.25927734375,1.4215030670166016
4376_677_000,trestle,11,10,110,440.0,22.127501999999993,20.060371,5.297768000000001,13903,8080,0.28717041015625,1.3401601314544678
4376_686_000,trestle,11,8,88,352.0,21.81384300000002,16.673652000000004,5.294922,15243,9146,0.30450439453125,1.2874934673309326
4376_687_000,trestle,11,13,143,572.0,21.989837000000023,25.301981,5.295428000000001,15821,8789,0.3070831298828125,1.3921282291412354
4376_696_000,trestle,11,8,88,352.0,21.81228699999997,16.673650000000002,5.297756,15267,9149,0.302337646484375,1.2779514789581299
4376_697_000,trestle,11,13,143,572.0,21.989837000000023,26.921752,5.298233,16306,9061,0.3154144287109375,1.2965683937072754
4377_125_000,trestle,7,3,21,84.0,13.800003000000004,6.247501999999997,9.149255999999998,5454,3180,0.1049346923828125,1.341972827911377
4377_135_000,trestle,7,3,21,84.0,13.800003000000004,6.247501,9.149259,5220,3004,0.101043701171875,1.3356733322143555
4377_148_000,trestle,8,3,24,96.0,15.200966000000001,6.408942,16.930206000000002,11513,7172,0.2026214599609375,1.3512866497039795
4377_158_000,trestle,8,3,24,96.0,15.200707000000001,6.408940999999999,16.930209999999995,11645,7135,0.199920654296875,1.285036563873291
4377_162_000,trestle,11,4,44,176.0,21.952886,8.322021,5.426123999999998,8433,5046,0.1769561767578125,1.2372956275939941
4377_163_000,trestle,11,2,22,88.0,21.956850000000003,3.368610999999998,11.744211999999997,6274,3759,0.1263275146484375,1.2661550045013428
4377_166_000,trestle,8,9,72,288.0,15.202950000000001,17.544401999999998,6.079345,12354,7321,0.213714599609375,1.373636245727539
4377_172_000,trestle,11,4,44,176.0,21.952872,8.322022999999998,5.389651999999998,8488,5071,0.1746063232421875,1.2907543182373047
4377_173_000,trestle,11,2,22,88.0,21.955,3.3686099999999968,11.744215,6178,3667,0.124176025390625,1.2029645442962646
4377_176_000,trestle,8,8,64,256.0,15.202843000000001,15.299052999999999,6.079891,12034,7311,0.2123870849609375,1.2034778594970703
4377_20G,crane,8,31,248,992.0,16.95062200000001,61.040006000000005,35.07327,150584,93195,2.4233245849609375,1.8380329608917236
4377_20H,crane,9,31,279,1116.0,17.05008000000001,61.040052,35.073269999999994,140434,84433,2.22088623046875,1.826603651046753
4377_20J,crane,9,31,279,1116.0,18.75045800000001,61.037475,35.073307,143705,90210,2.33013916015625,1.9422593116760254
4377_20K,crane,8,31,248,992.0,16.886550999999997,61.036934,35.067219,110132,67550,1.819549560546875,1.803739070892334
4377_20L,crane,16,31,496,1984.0,31.102570000000014,61.043259,21.320127999999997,217363,136859,3.8084564208984375,2.5756053924560547
4377_20N,crane,10,31,310,1240.0,19.432923000000017,61.055004,35.067217,163209,98628,2.840606689453125,1.9610188007354736
4377_20P,crane,11,31,341,1364.0,21.049132999999983,61.056004,35.067199,190567,116965,3.4563446044921875,2.273282527923584
4377_20Y,crane,51,31,1581,6324.0,102.495499,61.040231000000006,35.073227,960505,597285,15.5361328125,10.512319803237915
4377_246_000,trestle,11,10,110,440.0,21.835631999999976,20.562507,5.26729,24439,15235,0.510650634765625,1.2987778186798096
4377_256_000,trestle,11,9,99,396.0,21.835631999999976,18.720359,5.267295,21637,13609,0.453369140625,1.2918663024902344
4377_266_000,trestle,11,9,99,396.0,22.031311000000017,18.869705,5.281417,15407,9322,0.29803466796875,1.37241792678833
4377_276_000,trestle,11,9,99,396.0,22.031311000000017,18.880019,5.288987999999999,15096,9149,0.2947845458984375,1.2341320514678955
